Year,Week,Classification,Age,Location,Number_of_Visit_Cases,Total_Number_of_health_insurance_Visit_Cases
2013,26,０,18,3,0,85
2013,26,０,18,1,1,48
2013,26,０,18,4,0,41
2013,26,０,18,5,0,10
2013,26,０,18,2,0,11
2013,26,０,18,3,0,42
2013,26,０,18,2,0,18
2013,26,０,18,1,5,262
2013,26,０,18,3,4,258
2013,26,０,18,1,1,26
2013,26,０,18,2,0,23
2013,26,０,18,1,6,184
2013,26,０,18,1,1,49
2013,26,０,18,1,0,12
2013,26,０,18,3,0,27
2013,26,０,18,3,0,38
2013,26,０,18,2,7,114
2013,26,０,18,5,0,1
2013,26,０,48,2,37,2421
2013,26,０,48,1,39,4375
2013,26,０,48,4,2,160
2013,26,０,48,3,8,1278
2013,26,０,48,1,14,590
2013,26,０,48,4,8,432
2013,26,０,48,5,0,21
2013,26,０,48,2,7,183
2013,26,０,48,3,2,394
2013,26,０,48,2,4,163
2013,26,０,48,1,24,2354
2013,26,０,48,3,16,2873
2013,26,０,48,1,1,353
2013,26,０,48,5,0,4
2013,26,０,48,2,3,298
2013,26,０,48,1,40,2176
2013,26,０,48,1,7,482
2013,26,０,48,1,1,109
2013,26,０,48,3,0,338
2013,26,０,48,3,3,544
2013,26,０,48,2,29,1226
2013,26,０,48,5,0,17
2013,26,０,9,2,19,153
2013,26,０,9,1,16,220
2013,26,０,9,4,1,18
2013,26,０,9,3,2,33
2013,26,０,9,1,6,88
2013,26,０,9,4,0,21
2013,26,０,9,5,0,3
2013,26,０,9,2,0,12
2013,26,０,9,3,4,26
2013,26,０,9,2,0,9
2013,26,０,9,1,18,168
2013,26,０,9,3,9,139
2013,26,０,9,1,6,32
2013,26,０,9,2,0,5
2013,26,０,9,1,12,113
2013,26,０,9,1,1,27
2013,26,０,9,1,0,8
2013,26,０,9,3,0,11
2013,26,０,9,3,2,37
2013,26,０,9,2,9,98
2013,26,０,9,5,0,1
2013,26,０,65,2,28,1291
2013,26,０,65,1,41,2583
2013,26,０,65,4,5,120
2013,26,０,65,3,4,655
2013,26,０,65,1,8,445
2013,26,０,65,4,3,291
2013,26,０,65,5,1,15
2013,26,０,65,2,6,177
2013,26,０,65,3,3,166
2013,26,０,65,2,2,181
2013,26,０,65,1,20,1290
2013,26,０,65,3,11,1404
2013,26,０,65,1,4,266
2013,26,０,65,5,0,3
2013,26,０,65,2,6,285
2013,26,０,65,1,24,1296
2013,26,０,65,1,6,342
2013,26,０,65,1,3,94
2013,26,０,65,3,0,186
2013,26,０,65,3,6,522
2013,26,０,65,2,31,864
2013,26,０,65,5,0,2
2013,26,1,2,2,2455,40366
2013,26,1,2,1,1475,26347
2013,26,1,2,4,76,1812
2013,26,1,2,3,1432,22571
2013,26,1,2,1,304,5186
2013,26,1,2,4,170,3462
2013,26,1,2,5,41,1096
2013,26,1,2,2,405,6188
2013,26,1,2,3,562,8373
2013,26,1,2,2,377,5830
2013,26,1,2,1,1980,28716
2013,26,1,2,3,2481,30534
2013,26,1,2,1,457,3855
2013,26,1,2,5,2,86
2013,26,1,2,2,671,8930
2013,26,1,2,1,3250,52752
2013,26,1,2,1,624,8458
2013,26,1,2,1,368,6791
2013,26,1,2,3,531,5622
2013,26,1,2,3,249,3004
2013,26,1,2,2,994,18406
2013,26,1,2,5,74,1004
2013,26,1,18,2,1775,47139
2013,26,1,18,1,1212,37608
2013,26,1,18,4,40,1940
2013,26,1,18,3,1078,26688
2013,26,1,18,1,169,5202
2013,26,1,18,4,109,4204
2013,26,1,18,5,39,1402
2013,26,1,18,2,240,5903
2013,26,1,18,3,322,9431
2013,26,1,18,2,263,5637
2013,26,1,18,1,1271,28387
2013,26,1,18,3,1599,39585
2013,26,1,18,1,215,4877
2013,26,1,18,5,5,196
2013,26,1,18,2,377,8801
2013,26,1,18,1,2244,51476
2013,26,1,18,1,271,7348
2013,26,1,18,1,265,5382
2013,26,1,18,3,265,6666
2013,26,1,18,3,174,3909
2013,26,1,18,2,668,17256
2013,26,1,18,5,53,1778
2013,26,1,48,2,7428,315050
2013,26,1,48,1,5989,336308
2013,26,1,48,4,314,18913
2013,26,1,48,3,4843,205267
2013,26,1,48,1,695,41223
2013,26,1,48,4,478,35255
2013,26,1,48,5,110,7492
2013,26,1,48,2,1140,45250
2013,26,1,48,3,1619,77484
2013,26,1,48,2,1183,45471
2013,26,1,48,1,5186,206272
2013,26,1,48,3,8633,317303
2013,26,1,48,1,1283,43056
2013,26,1,48,5,3,584
2013,26,1,48,2,1759,67577
2013,26,1,48,1,10624,388565
2013,26,1,48,1,1149,54215
2013,26,1,48,1,1034,36591
2013,26,1,48,3,1293,50473
2013,26,1,48,3,935,35604
2013,26,1,48,2,3214,124823
2013,26,1,48,5,258,14226
2013,26,1,9,2,2041,53960
2013,26,1,9,1,1299,41330
2013,26,1,9,4,78,2595
2013,26,1,9,3,1164,29098
2013,26,1,9,1,230,6658
2013,26,1,9,4,154,5102
2013,26,1,9,5,55,1862
2013,26,1,9,2,343,8701
2013,26,1,9,3,375,11922
2013,26,1,9,2,378,8018
2013,26,1,9,1,1692,39857
2013,26,1,9,3,1804,44372
2013,26,1,9,1,342,5958
2013,26,1,9,5,4,82
2013,26,1,9,2,591,12702
2013,26,1,9,1,3038,72822
2013,26,1,9,1,402,9883
2013,26,1,9,1,382,8998
2013,26,1,9,3,400,7637
2013,26,1,9,3,288,5155
2013,26,1,9,2,809,25128
2013,26,1,9,5,83,1901
2013,26,1,65,2,2024,114589
2013,26,1,65,1,1824,164943
2013,26,1,65,4,198,11335
2013,26,1,65,3,1651,95786
2013,26,1,65,1,369,26060
2013,26,1,65,4,235,19343
2013,26,1,65,5,33,3371
2013,26,1,65,2,563,28034
2013,26,1,65,3,787,45952
2013,26,1,65,2,604,26238
2013,26,1,65,1,1391,73505
2013,26,1,65,3,2804,137460
2013,26,1,65,1,555,21506
2013,26,1,65,5,2,171
2013,26,1,65,2,905,40296
2013,26,1,65,1,2430,123540
2013,26,1,65,1,301,18823
2013,26,1,65,1,338,15098
2013,26,1,65,3,461,24436
2013,26,1,65,3,587,27973
2013,26,1,65,2,1213,61085
2013,26,1,65,5,132,8246
2013,27,０,2,2,44,242
2013,27,０,2,1,43,305
2013,27,０,2,4,3,31
2013,27,０,2,3,2,33
2013,27,０,2,1,13,142
2013,27,０,2,4,5,35
2013,27,０,2,5,2,7
2013,27,０,2,2,4,45
2013,27,０,2,3,1,48
2013,27,０,2,2,0,2
2013,27,０,2,1,18,240
2013,27,０,2,3,30,251
2013,27,０,2,1,7,48
2013,27,０,2,2,0,1
2013,27,０,2,1,27,136
2013,27,０,2,1,17,86
2013,27,０,2,1,4,22
2013,27,０,2,3,2,25
2013,27,０,2,3,4,48
2013,27,０,2,2,33,221
2013,27,０,18,2,6,315
2013,27,０,18,1,3,362
2013,27,０,18,4,1,20
2013,27,０,18,3,0,124
2013,27,０,18,1,2,81
2013,27,０,18,4,1,46
2013,27,０,18,5,0,7
2013,27,０,18,2,0,26
2013,27,０,18,3,0,52
2013,27,０,18,2,0,35
2013,27,０,18,1,6,302
2013,27,０,18,3,5,313
2013,27,０,18,1,1,38
2013,27,０,18,5,0,3
2013,27,０,18,2,0,18
2013,27,０,18,1,4,217
2013,27,０,18,1,1,46
2013,27,０,18,1,0,14
2013,27,０,18,3,0,34
2013,27,０,18,3,0,41
2013,27,０,18,2,4,152
2013,27,０,18,5,0,2
2013,27,０,48,2,34,2509
2013,27,０,48,1,36,4262
2013,27,０,48,4,5,164
2013,27,０,48,3,9,1240
2013,27,０,48,1,9,555
2013,27,０,48,4,1,475
2013,27,０,48,5,0,26
2013,27,０,48,2,1,183
2013,27,０,48,3,4,402
2013,27,０,48,2,2,181
2013,27,０,48,1,23,2376
2013,27,０,48,3,15,2692
2013,27,０,48,1,1,351
2013,27,０,48,5,1,4
2013,27,０,48,2,3,297
2013,27,０,48,1,38,2018
2013,27,０,48,1,4,532
2013,27,０,48,1,2,167
2013,27,０,48,3,0,297
2013,27,０,48,3,3,558
2013,27,０,48,2,37,1221
2013,27,０,48,5,0,15
2013,27,０,9,2,18,173
2013,27,０,9,1,18,293
2013,27,０,9,4,1,14
2013,27,０,9,3,0,46
2013,27,０,9,1,7,85
2013,27,０,9,4,1,21
2013,27,０,9,5,0,3
2013,27,０,9,2,1,14
2013,27,０,9,3,0,26
2013,27,０,9,2,0,5
2013,27,０,9,1,15,225
2013,27,０,9,3,10,204
2013,27,０,9,1,3,37
2013,27,０,9,5,0,2
2013,27,０,9,2,0,9
2013,27,０,9,1,13,116
2013,27,０,9,1,2,35
2013,27,０,9,1,2,15
2013,27,０,9,3,0,30
2013,27,０,9,3,0,28
2013,27,０,9,2,9,117
2013,27,０,9,5,0,1
2013,27,０,65,2,19,1186
2013,27,０,65,1,31,2458
2013,27,０,65,4,2,138
2013,27,０,65,3,4,656
2013,27,０,65,1,11,422
2013,27,０,65,4,3,285
2013,27,０,65,5,0,11
2013,27,０,65,2,6,145
2013,27,０,65,3,2,206
2013,27,０,65,2,1,144
2013,27,０,65,1,17,1322
2013,27,０,65,3,10,1431
2013,27,０,65,1,1,243
2013,27,０,65,5,0,2
2013,27,０,65,2,3,240
2013,27,０,65,1,28,1239
2013,27,０,65,1,6,336
2013,27,０,65,1,0,93
2013,27,０,65,3,0,159
2013,27,０,65,3,3,452
2013,27,０,65,2,29,822
2013,27,０,65,5,0,2
2013,27,1,2,2,2451,39785
2013,27,1,2,1,1432,26687
2013,27,1,2,4,73,1715
2013,27,1,2,3,1381,22229
2013,27,1,2,1,259,5151
2013,27,1,2,4,144,3382
2013,27,1,2,5,56,1242
2013,27,1,2,2,362,6051
2013,27,1,2,3,504,8202
2013,27,1,2,2,323,5560
2013,27,1,2,1,1842,28122
2013,27,1,2,3,2551,31043
2013,27,1,2,1,350,3761
2013,27,1,2,5,2,78
2013,27,1,2,2,606,8616
2013,27,1,2,1,3161,51288
2013,27,1,2,1,615,8548
2013,27,1,2,1,390,6853
2013,27,1,2,3,516,5429
2013,27,1,2,3,240,3090
2013,27,1,2,2,911,17862
2013,27,1,2,5,70,1005
2013,27,1,18,2,1652,45914
2013,27,1,18,1,1089,38674
2013,27,1,18,4,38,2149
2013,27,1,18,3,997,25838
2013,27,1,18,1,204,5675
2013,27,1,18,4,95,4505
2013,27,1,18,5,41,1452
2013,27,1,18,2,232,5951
2013,27,1,18,3,294,9864
2013,27,1,18,2,237,5566
2013,27,1,18,1,1177,28907
2013,27,1,18,3,1478,40876
2013,27,1,18,1,217,5050
2013,27,1,18,5,6,170
2013,27,1,18,2,295,8327
2013,27,1,18,1,2098,50363
2013,27,1,18,1,259,7398
2013,27,1,18,1,222,5170
2013,27,1,18,3,252,6892
2013,27,1,18,3,168,4078
2013,27,1,18,2,632,17719
2013,27,1,18,5,67,1911
2013,27,1,48,2,7452,307563
2013,27,1,48,1,5530,328438
2013,27,1,48,4,320,18752
2013,27,1,48,3,4727,209098
2013,27,1,48,1,657,39006
2013,27,1,48,4,451,35613
2013,27,1,48,5,139,7474
2013,27,1,48,2,1061,44338
2013,27,1,48,3,1485,78163
2013,27,1,48,2,1148,43632
2013,27,1,48,1,5163,205335
2013,27,1,48,3,8213,323733
2013,27,1,48,1,1217,42816
2013,27,1,48,5,11,582
2013,27,1,48,2,1639,65342
2013,27,1,48,1,10023,368196
2013,27,1,48,1,1129,53896
2013,27,1,48,1,1037,35956
2013,27,1,48,3,1133,49997
2013,27,1,48,3,870,36520
2013,27,1,48,2,3107,122278
2013,27,1,48,5,316,13792
2013,27,1,9,2,1925,55041
2013,27,1,9,1,1293,41575
2013,27,1,9,4,56,2611
2013,27,1,9,3,1161,30700
2013,27,1,9,1,190,7040
2013,27,1,9,4,123,5081
2013,27,1,9,5,51,1804
2013,27,1,9,2,254,8125
2013,27,1,9,3,375,12703
2013,27,1,9,2,315,7678
2013,27,1,9,1,1551,38975
2013,27,1,9,3,1655,48102
2013,27,1,9,1,310,5956
2013,27,1,9,5,7,91
2013,27,1,9,2,558,13237
2013,27,1,9,1,2748,71903
2013,27,1,9,1,412,10030
2013,27,1,9,1,397,8825
2013,27,1,9,3,363,8333
2013,27,1,9,3,312,5432
2013,27,1,9,2,700,24758
2013,27,1,9,5,84,2096
2013,27,1,65,2,1942,115540
2013,27,1,65,1,1675,159639
2013,27,1,65,4,190,11115
2013,27,1,65,3,1650,98488
2013,27,1,65,1,321,25561
2013,27,1,65,4,222,17984
2013,27,1,65,5,49,3214
2013,27,1,65,2,527,27498
2013,27,1,65,3,784,46679
2013,27,1,65,2,516,24501
2013,27,1,65,1,1368,75759
2013,27,1,65,3,2722,143843
2013,27,1,65,1,592,21484
2013,27,1,65,5,4,171
2013,27,1,65,2,788,41485
2013,27,1,65,1,2423,120526
2013,27,1,65,1,275,18844
2013,27,1,65,1,386,14976
2013,27,1,65,3,422,24636
2013,27,1,65,3,594,29191
2013,27,1,65,2,1294,61533
2013,27,1,65,5,118,8218
2013,28,０,2,2,34,213
2013,28,０,2,1,39,285
2013,28,０,2,4,4,11
2013,28,０,2,3,4,35
2013,28,０,2,1,15,128
2013,28,０,2,4,3,32
2013,28,０,2,5,0,3
2013,28,０,2,2,2,43
2013,28,０,2,3,2,35
2013,28,０,2,1,25,268
2013,28,０,2,3,24,213
2013,28,０,2,1,5,38
2013,28,０,2,2,0,7
2013,28,０,2,1,20,146
2013,28,０,2,1,15,82
2013,28,０,2,1,3,36
2013,28,０,2,3,7,34
2013,28,０,2,3,2,49
2013,28,０,2,2,24,182
2013,28,０,18,2,7,279
2013,28,０,18,1,8,326
2013,28,０,18,4,0,12
2013,28,０,18,3,0,113
2013,28,０,18,1,3,66
2013,28,０,18,4,1,68
2013,28,０,18,5,0,10
2013,28,０,18,2,0,32
2013,28,０,18,3,1,39
2013,28,０,18,2,1,17
2013,28,０,18,1,7,306
2013,28,０,18,3,3,313
2013,28,０,18,1,0,29
2013,28,０,18,5,0,1
2013,28,０,18,2,0,14
2013,28,０,18,1,9,171
2013,28,０,18,1,2,56
2013,28,０,18,1,0,20
2013,28,０,18,3,0,25
2013,28,０,18,3,1,43
2013,28,０,18,2,3,139
2013,28,０,18,5,0,5
2013,28,０,48,2,37,2405
2013,28,０,48,1,37,4433
2013,28,０,48,4,3,168
2013,28,０,48,3,5,1373
2013,28,０,48,1,14,539
2013,28,０,48,4,2,470
2013,28,０,48,5,1,21
2013,28,０,48,2,2,183
2013,28,０,48,3,2,370
2013,28,０,48,2,2,185
2013,28,０,48,1,21,2358
2013,28,０,48,3,21,2872
2013,28,０,48,1,2,335
2013,28,０,48,5,0,3
2013,28,０,48,2,6,287
2013,28,０,48,1,25,1941
2013,28,０,48,1,8,543
2013,28,０,48,1,1,125
2013,28,０,48,3,0,324
2013,28,０,48,3,3,554
2013,28,０,48,2,26,1186
2013,28,０,48,5,0,13
2013,28,０,9,2,19,179
2013,28,０,9,1,17,248
2013,28,０,9,4,1,12
2013,28,０,9,3,3,49
2013,28,０,9,1,3,82
2013,28,０,9,4,3,27
2013,28,０,9,5,1,4
2013,28,０,9,2,0,12
2013,28,０,9,3,2,20
2013,28,０,9,2,0,1
2013,28,０,9,1,16,243
2013,28,０,9,3,10,187
2013,28,０,9,1,2,23
2013,28,０,9,5,0,1
2013,28,０,9,2,1,9
2013,28,０,9,1,8,82
2013,28,０,9,1,5,37
2013,28,０,9,1,0,15
2013,28,０,9,3,0,17
2013,28,０,9,3,2,36
2013,28,０,9,2,14,115
2013,28,０,65,2,18,1181
2013,28,０,65,1,36,2482
2013,28,０,65,4,7,152
2013,28,０,65,3,2,643
2013,28,０,65,1,13,418
2013,28,０,65,4,4,270
2013,28,０,65,5,5,24
2013,28,０,65,2,5,157
2013,28,０,65,3,2,207
2013,28,０,65,2,0,154
2013,28,０,65,1,14,1210
2013,28,０,65,3,11,1418
2013,28,０,65,1,4,269
2013,28,０,65,5,0,1
2013,28,０,65,2,6,260
2013,28,０,65,1,33,1149
2013,28,０,65,1,5,336
2013,28,０,65,1,2,100
2013,28,０,65,3,0,143
2013,28,０,65,3,8,490
2013,28,０,65,2,22,842
2013,28,０,65,5,0,3
2013,28,1,2,2,2251,36881
2013,28,1,2,1,1258,24345
2013,28,1,2,4,76,1661
2013,28,1,2,3,1365,22550
2013,28,1,2,1,271,4590
2013,28,1,2,4,165,3149
2013,28,1,2,5,46,940
2013,28,1,2,2,377,5627
2013,28,1,2,3,505,8353
2013,28,1,2,2,379,5502
2013,28,1,2,1,1873,26465
2013,28,1,2,3,2474,31058
2013,28,1,2,1,381,3573
2013,28,1,2,5,2,42
2013,28,1,2,2,586,8076
2013,28,1,2,1,3014,49196
2013,28,1,2,1,541,7723
2013,28,1,2,1,358,6303
2013,28,1,2,3,478,5412
2013,28,1,2,3,188,2877
2013,28,1,2,2,884,16737
2013,28,1,2,5,71,999
2013,28,1,18,2,1569,41836
2013,28,1,18,1,1082,34657
2013,28,1,18,4,45,2139
2013,28,1,18,3,960,24917
2013,28,1,18,1,139,4874
2013,28,1,18,4,118,4080
2013,28,1,18,5,20,1486
2013,28,1,18,2,184,5455
2013,28,1,18,3,287,9422
2013,28,1,18,2,236,4929
2013,28,1,18,1,1199,25619
2013,28,1,18,3,1540,38665
2013,28,1,18,1,169,4361
2013,28,1,18,5,13,187
2013,28,1,18,2,342,7946
2013,28,1,18,1,2142,45809
2013,28,1,18,1,214,6550
2013,28,1,18,1,241,4893
2013,28,1,18,3,223,6082
2013,28,1,18,3,146,3785
2013,28,1,18,2,567,15750
2013,28,1,18,5,59,1730
2013,28,1,48,2,6917,282030
2013,28,1,48,1,5678,307887
2013,28,1,48,4,273,18238
2013,28,1,48,3,4623,198632
2013,28,1,48,1,643,36147
2013,28,1,48,4,510,32923
2013,28,1,48,5,94,7222
2013,28,1,48,2,1076,41450
2013,28,1,48,3,1539,77015
2013,28,1,48,2,1076,40159
2013,28,1,48,1,5026,186798
2013,28,1,48,3,8239,311548
2013,28,1,48,1,1205,37267
2013,28,1,48,5,12,530
2013,28,1,48,2,1716,61976
2013,28,1,48,1,9896,340397
2013,28,1,48,1,1103,48416
2013,28,1,48,1,1030,32778
2013,28,1,48,3,1317,47241
2013,28,1,48,3,871,34604
2013,28,1,48,2,2863,112097
2013,28,1,48,5,304,13579
2013,28,1,9,2,1809,48480
2013,28,1,9,1,1199,36241
2013,28,1,9,4,67,2536
2013,28,1,9,3,1047,27959
2013,28,1,9,1,208,6252
2013,28,1,9,4,134,4254
2013,28,1,9,5,31,1472
2013,28,1,9,2,308,7679
2013,28,1,9,3,362,11772
2013,28,1,9,2,323,7129
2013,28,1,9,1,1513,33344
2013,28,1,9,3,1531,43795
2013,28,1,9,1,271,4838
2013,28,1,9,5,3,55
2013,28,1,9,2,644,11851
2013,28,1,9,1,2764,61791
2013,28,1,9,1,373,8529
2013,28,1,9,1,398,7878
2013,28,1,9,3,354,7152
2013,28,1,9,3,319,5150
2013,28,1,9,2,782,21630
2013,28,1,9,5,64,1913
2013,28,1,65,2,1864,104563
2013,28,1,65,1,1785,155357
2013,28,1,65,4,197,10991
2013,28,1,65,3,1639,92360
2013,28,1,65,1,305,23131
2013,28,1,65,4,226,18072
2013,28,1,65,5,32,3291
2013,28,1,65,2,520,26052
2013,28,1,65,3,874,45200
2013,28,1,65,2,521,23192
2013,28,1,65,1,1298,69062
2013,28,1,65,3,2809,135240
2013,28,1,65,1,517,19239
2013,28,1,65,5,2,171
2013,28,1,65,2,809,37195
2013,28,1,65,1,2288,109055
2013,28,1,65,1,273,17471
2013,28,1,65,1,362,13424
2013,28,1,65,3,498,22936
2013,28,1,65,3,557,27226
2013,28,1,65,2,1207,56414
2013,28,1,65,5,116,7930
2013,29,０,2,2,40,242
2013,29,０,2,1,42,306
2013,29,０,2,4,0,18
2013,29,０,2,3,1,32
2013,29,０,2,1,19,124
2013,29,０,2,4,5,31
2013,29,０,2,5,2,7
2013,29,０,2,2,1,31
2013,29,０,2,3,1,37
2013,29,０,2,2,0,1
2013,29,０,2,1,33,272
2013,29,０,2,3,23,201
2013,29,０,2,1,1,48
2013,29,０,2,2,0,4
2013,29,０,2,1,23,110
2013,29,０,2,1,16,87
2013,29,０,2,1,0,26
2013,29,０,2,3,3,39
2013,29,０,2,3,2,42
2013,29,０,2,2,30,169
2013,29,０,18,2,10,280
2013,29,０,18,1,7,393
2013,29,０,18,4,0,15
2013,29,０,18,3,0,100
2013,29,０,18,1,4,83
2013,29,０,18,4,0,45
2013,29,０,18,5,1,11
2013,29,０,18,2,2,22
2013,29,０,18,3,1,40
2013,29,０,18,2,1,21
2013,29,０,18,1,5,306
2013,29,０,18,3,1,281
2013,29,０,18,1,0,35
2013,29,０,18,5,0,2
2013,29,０,18,2,1,31
2013,29,０,18,1,6,202
2013,29,０,18,1,0,46
2013,29,０,18,1,0,21
2013,29,０,18,3,0,40
2013,29,０,18,3,1,52
2013,29,０,18,2,9,142
2013,29,０,18,5,0,1
2013,29,０,48,2,35,2536
2013,29,０,48,1,36,4627
2013,29,０,48,4,1,157
2013,29,０,48,3,9,1278
2013,29,０,48,1,14,600
2013,29,０,48,4,6,432
2013,29,０,48,5,0,23
2013,29,０,48,2,2,153
2013,29,０,48,3,3,389
2013,29,０,48,2,0,162
2013,29,０,48,1,20,2386
2013,29,０,48,3,21,2846
2013,29,０,48,1,1,318
2013,29,０,48,5,0,5
2013,29,０,48,2,4,315
2013,29,０,48,1,24,2003
2013,29,０,48,1,6,529
2013,29,０,48,1,0,149
2013,29,０,48,3,2,315
2013,29,０,48,3,6,543
2013,29,０,48,2,34,1244
2013,29,０,48,5,0,15
2013,29,０,9,2,13,156
2013,29,０,9,1,16,254
2013,29,０,9,4,1,11
2013,29,０,9,3,2,45
2013,29,０,9,1,7,74
2013,29,０,9,4,4,14
2013,29,０,9,5,0,2
2013,29,０,9,2,1,21
2013,29,０,9,3,0,17
2013,29,０,9,2,0,4
2013,29,０,9,1,22,233
2013,29,０,9,3,7,165
2013,29,０,9,1,4,25
2013,29,０,9,2,1,9
2013,29,０,9,1,11,72
2013,29,０,9,1,4,36
2013,29,０,9,1,2,6
2013,29,０,9,3,0,19
2013,29,０,9,3,4,24
2013,29,０,9,2,10,106
2013,29,０,65,2,19,1301
2013,29,０,65,1,35,2634
2013,29,０,65,4,5,137
2013,29,０,65,3,3,647
2013,29,０,65,1,10,419
2013,29,０,65,4,3,268
2013,29,０,65,5,0,21
2013,29,０,65,2,3,145
2013,29,０,65,3,4,199
2013,29,０,65,2,2,169
2013,29,０,65,1,13,1297
2013,29,０,65,3,7,1438
2013,29,０,65,1,2,265
2013,29,０,65,2,7,248
2013,29,０,65,1,24,1144
2013,29,０,65,1,9,348
2013,29,０,65,1,4,88
2013,29,０,65,3,0,161
2013,29,０,65,3,2,488
2013,29,０,65,2,24,927
2013,29,０,65,5,0,3
2013,29,1,2,2,2357,41319
2013,29,1,2,1,1491,27054
2013,29,1,2,4,55,1584
2013,29,1,2,3,1498,23456
2013,29,1,2,1,268,5059
2013,29,1,2,4,126,3158
2013,29,1,2,5,44,918
2013,29,1,2,2,410,6080
2013,29,1,2,3,647,8761
2013,29,1,2,2,362,6200
2013,29,1,2,1,2046,29471
2013,29,1,2,3,2461,32332
2013,29,1,2,1,492,3991
2013,29,1,2,5,0,36
2013,29,1,2,2,665,8782
2013,29,1,2,1,3311,53541
2013,29,1,2,1,732,8998
2013,29,1,2,1,425,7231
2013,29,1,2,3,572,5842
2013,29,1,2,3,256,3105
2013,29,1,2,2,896,18482
2013,29,1,2,5,60,1084
2013,29,1,18,2,1707,48302
2013,29,1,18,1,1209,40750
2013,29,1,18,4,44,2045
2013,29,1,18,3,1120,26612
2013,29,1,18,1,167,5671
2013,29,1,18,4,119,4350
2013,29,1,18,5,33,1282
2013,29,1,18,2,248,6113
2013,29,1,18,3,320,9924
2013,29,1,18,2,248,5757
2013,29,1,18,1,1169,29503
2013,29,1,18,3,1599,41039
2013,29,1,18,1,216,5269
2013,29,1,18,5,10,202
2013,29,1,18,2,361,8674
2013,29,1,18,1,2248,51494
2013,29,1,18,1,265,7520
2013,29,1,18,1,269,5517
2013,29,1,18,3,277,6812
2013,29,1,18,3,173,3904
2013,29,1,18,2,670,17943
2013,29,1,18,5,62,1800
2013,29,1,48,2,7778,319677
2013,29,1,48,1,6202,357539
2013,29,1,48,4,344,18521
2013,29,1,48,3,4997,210768
2013,29,1,48,1,681,42147
2013,29,1,48,4,474,35024
2013,29,1,48,5,129,7554
2013,29,1,48,2,1134,46416
2013,29,1,48,3,1699,79163
2013,29,1,48,2,1134,45449
2013,29,1,48,1,5480,211899
2013,29,1,48,3,8675,327456
2013,29,1,48,1,1376,42995
2013,29,1,48,5,19,672
2013,29,1,48,2,1920,68337
2013,29,1,48,1,10747,384028
2013,29,1,48,1,1205,55009
2013,29,1,48,1,1093,37676
2013,29,1,48,3,1318,51344
2013,29,1,48,3,944,37181
2013,29,1,48,2,3135,127050
2013,29,1,48,5,316,13553
2013,29,1,9,2,1931,55391
2013,29,1,9,1,1279,41483
2013,29,1,9,4,59,2513
2013,29,1,9,3,1143,29960
2013,29,1,9,1,245,6683
2013,29,1,9,4,132,4403
2013,29,1,9,5,33,1364
2013,29,1,9,2,290,8605
2013,29,1,9,3,377,12037
2013,29,1,9,2,294,7677
2013,29,1,9,1,1545,37386
2013,29,1,9,3,1627,46175
2013,29,1,9,1,360,5489
2013,29,1,9,5,3,69
2013,29,1,9,2,673,12925
2013,29,1,9,1,2671,68578
2013,29,1,9,1,367,9895
2013,29,1,9,1,418,8984
2013,29,1,9,3,396,7995
2013,29,1,9,3,282,5487
2013,29,1,9,2,747,24515
2013,29,1,9,5,77,1892
2013,29,1,65,2,2133,118052
2013,29,1,65,1,2005,178169
2013,29,1,65,4,207,11502
2013,29,1,65,3,1884,98388
2013,29,1,65,1,340,26432
2013,29,1,65,4,246,19463
2013,29,1,65,5,36,3317
2013,29,1,65,2,581,28794
2013,29,1,65,3,855,48438
2013,29,1,65,2,608,26484
2013,29,1,65,1,1568,76810
2013,29,1,65,3,2989,143665
2013,29,1,65,1,568,21698
2013,29,1,65,5,3,238
2013,29,1,65,2,894,41801
2013,29,1,65,1,2532,121515
2013,29,1,65,1,286,19456
2013,29,1,65,1,391,15051
2013,29,1,65,3,502,24534
2013,29,1,65,3,650,30018
2013,29,1,65,2,1337,63362
2013,29,1,65,5,129,8325
2013,30,０,2,2,36,217
2013,30,０,2,1,40,328
2013,30,０,2,4,8,30
2013,30,０,2,3,3,44
2013,30,０,2,1,17,150
2013,30,０,2,4,1,27
2013,30,０,2,5,1,2
2013,30,０,2,2,3,39
2013,30,０,2,3,3,34
2013,30,０,2,2,1,8
2013,30,０,2,1,33,289
2013,30,０,2,3,20,238
2013,30,０,2,1,4,33
2013,30,０,2,2,1,8
2013,30,０,2,1,29,130
2013,30,０,2,1,16,85
2013,30,０,2,1,2,17
2013,30,０,2,3,3,25
2013,30,０,2,3,4,43
2013,30,０,2,2,28,179
2013,30,０,18,2,6,304
2013,30,０,18,1,7,370
2013,30,０,18,4,1,18
2013,30,０,18,3,0,97
2013,30,０,18,1,5,58
2013,30,０,18,4,0,41
2013,30,０,18,5,0,5
2013,30,０,18,2,3,29
2013,30,０,18,3,2,53
2013,30,０,18,2,1,15
2013,30,０,18,1,2,285
2013,30,０,18,3,3,290
2013,30,０,18,1,0,25
2013,30,０,18,2,0,25
2013,30,０,18,1,1,190
2013,30,０,18,1,2,57
2013,30,０,18,1,0,27
2013,30,０,18,3,1,16
2013,30,０,18,3,2,49
2013,30,０,18,2,5,126
2013,30,０,18,5,0,4
2013,30,０,48,2,31,2556
2013,30,０,48,1,40,4970
2013,30,０,48,4,3,171
2013,30,０,48,3,5,1231
2013,30,０,48,1,16,586
