Year,Week,Classification,Age,Location,Number_of_Visit_Cases,Total_Number_of_health_insurance_Visit_Cases
2008,14,０,2,2,33,182
2008,14,０,2,1,25,267
2008,14,０,2,4,0,17
2008,14,０,2,3,1,35
2008,14,０,2,1,0,74
2008,14,０,2,4,3,25
2008,14,０,2,5,1,6
2008,14,０,2,2,0,4
2008,14,０,2,3,2,26
2008,14,０,2,2,1,1
2008,14,０,2,1,5,214
2008,14,０,2,3,8,135
2008,14,０,2,1,1,25
2008,14,０,2,2,0,4
2008,14,０,2,1,10,74
2008,14,０,2,1,3,65
2008,14,０,2,1,1,13
2008,14,０,2,3,5,33
2008,14,０,2,3,1,36
2008,14,０,2,2,38,155
2008,14,０,18,2,6,173
2008,14,０,18,1,3,229
2008,14,０,18,4,0,7
2008,14,０,18,3,0,49
2008,14,０,18,1,0,26
2008,14,０,18,4,0,21
2008,14,０,18,5,0,4
2008,14,０,18,2,0,9
2008,14,０,18,3,0,39
2008,14,０,18,2,0,17
2008,14,０,18,1,1,133
2008,14,０,18,3,0,111
2008,14,０,18,1,0,14
2008,14,０,18,5,0,3
2008,14,０,18,2,0,16
2008,14,０,18,1,3,105
2008,14,０,18,1,0,19
2008,14,０,18,1,0,8
2008,14,０,18,3,0,14
2008,14,０,18,3,0,14
2008,14,０,18,2,2,80
2008,14,０,48,2,18,1604
2008,14,０,48,1,25,2570
2008,14,０,48,4,0,105
2008,14,０,48,3,1,611
2008,14,０,48,1,1,267
2008,14,０,48,4,1,217
2008,14,０,48,5,0,16
2008,14,０,48,2,2,95
2008,14,０,48,3,1,288
2008,14,０,48,2,2,80
2008,14,０,48,1,10,1259
2008,14,０,48,3,6,1284
2008,14,０,48,1,1,196
2008,14,０,48,2,2,150
2008,14,０,48,1,5,941
2008,14,０,48,1,3,259
2008,14,０,48,1,0,82
2008,14,０,48,3,1,184
2008,14,０,48,3,1,279
2008,14,０,48,2,18,734
2008,14,０,48,5,1,6
2008,14,０,9,2,15,163
2008,14,０,9,1,19,194
2008,14,０,9,4,0,11
2008,14,０,9,3,1,26
2008,14,０,9,1,0,41
2008,14,０,9,4,2,22
2008,14,０,9,5,1,4
2008,14,０,9,2,0,2
2008,14,０,9,3,1,27
2008,14,０,9,2,0,2
2008,14,０,9,1,2,109
2008,14,０,9,3,2,96
2008,14,０,9,1,1,22
2008,14,０,9,5,0,1
2008,14,０,9,2,0,2
2008,14,０,9,1,1,41
2008,14,０,9,1,3,27
2008,14,０,9,1,1,6
2008,14,０,9,3,0,14
2008,14,０,9,3,0,25
2008,14,０,9,2,16,101
2008,14,０,65,2,8,879
2008,14,０,65,1,15,1574
2008,14,０,65,4,1,84
2008,14,０,65,3,1,291
2008,14,０,65,1,0,204
2008,14,０,65,4,4,176
2008,14,０,65,5,1,18
2008,14,０,65,2,0,51
2008,14,０,65,3,1,194
2008,14,０,65,2,0,58
2008,14,０,65,1,4,709
2008,14,０,65,3,3,641
2008,14,０,65,1,0,179
2008,14,０,65,5,0,1
2008,14,０,65,2,1,95
2008,14,０,65,1,6,494
2008,14,０,65,1,2,132
2008,14,０,65,1,0,50
2008,14,０,65,3,1,100
2008,14,０,65,3,1,274
2008,14,０,65,2,13,506
2008,14,０,65,5,0,1
2008,14,1,2,2,3030,42438
2008,14,1,2,1,1402,22518
2008,14,1,2,4,114,1910
2008,14,1,2,3,1688,25572
2008,14,1,2,1,360,5138
2008,14,1,2,4,175,3186
2008,14,1,2,5,41,901
2008,14,1,2,2,548,7030
2008,14,1,2,3,727,10542
2008,14,1,2,2,724,6782
2008,14,1,2,1,2098,25727
2008,14,1,2,3,2554,34534
2008,14,1,2,1,333,3663
2008,14,1,2,5,2,60
2008,14,1,2,2,756,10213
2008,14,1,2,1,2661,40931
2008,14,1,2,1,437,5836
2008,14,1,2,1,419,6463
2008,14,1,2,3,514,6275
2008,14,1,2,3,280,3979
2008,14,1,2,2,1325,21293
2008,14,1,2,5,119,1522
2008,14,1,18,2,1791,42366
2008,14,1,18,1,1174,29428
2008,14,1,18,4,49,1808
2008,14,1,18,3,1118,25315
2008,14,1,18,1,148,4528
2008,14,1,18,4,102,3675
2008,14,1,18,5,28,1050
2008,14,1,18,2,313,5610
2008,14,1,18,3,412,9684
2008,14,1,18,2,295,5869
2008,14,1,18,1,1089,21499
2008,14,1,18,3,1792,37305
2008,14,1,18,1,202,4204
2008,14,1,18,5,7,193
2008,14,1,18,2,336,7877
2008,14,1,18,1,2154,42601
2008,14,1,18,1,252,5494
2008,14,1,18,1,294,4678
2008,14,1,18,3,240,6257
2008,14,1,18,3,224,3653
2008,14,1,18,2,676,17731
2008,14,1,18,5,60,2198
2008,14,1,48,2,6957,241272
2008,14,1,48,1,4938,216131
2008,14,1,48,4,365,13909
2008,14,1,48,3,4352,158819
2008,14,1,48,1,658,29498
2008,14,1,48,4,470,24876
2008,14,1,48,5,69,4133
2008,14,1,48,2,1214,36264
2008,14,1,48,3,1649,65721
2008,14,1,48,2,1088,34898
2008,14,1,48,1,4110,132300
2008,14,1,48,3,8293,255494
2008,14,1,48,1,841,28653
2008,14,1,48,5,13,457
2008,14,1,48,2,1596,52124
2008,14,1,48,1,8265,249851
2008,14,1,48,1,843,32372
2008,14,1,48,1,889,26093
2008,14,1,48,3,1329,38752
2008,14,1,48,3,1033,28527
2008,14,1,48,2,2725,95805
2008,14,1,48,5,245,11421
2008,14,1,9,2,3060,73405
2008,14,1,9,1,1626,45971
2008,14,1,9,4,107,3161
2008,14,1,9,3,1858,41744
2008,14,1,9,1,293,8282
2008,14,1,9,4,197,5424
2008,14,1,9,5,51,1475
2008,14,1,9,2,593,12124
2008,14,1,9,3,707,17791
2008,14,1,9,2,669,10542
2008,14,1,9,1,1990,43398
2008,14,1,9,3,2635,61721
2008,14,1,9,1,481,7314
2008,14,1,9,5,0,125
2008,14,1,9,2,815,16232
2008,14,1,9,1,3396,77209
2008,14,1,9,1,420,9870
2008,14,1,9,1,437,10036
2008,14,1,9,3,468,10949
2008,14,1,9,3,513,8087
2008,14,1,9,2,1124,32923
2008,14,1,9,5,129,2796
2008,14,1,65,2,1766,83452
2008,14,1,65,1,1365,95672
2008,14,1,65,4,175,8533
2008,14,1,65,3,1628,73063
2008,14,1,65,1,326,17802
2008,14,1,65,4,198,13261
2008,14,1,65,5,30,1675
2008,14,1,65,2,528,21107
2008,14,1,65,3,800,38516
2008,14,1,65,2,462,19343
2008,14,1,65,1,1064,46376
2008,14,1,65,3,2625,102916
2008,14,1,65,1,331,13491
2008,14,1,65,5,3,143
2008,14,1,65,2,769,29310
2008,14,1,65,1,1807,69656
2008,14,1,65,1,194,11115
2008,14,1,65,1,298,11355
2008,14,1,65,3,473,17151
2008,14,1,65,3,625,20525
2008,14,1,65,2,1050,44126
2008,14,1,65,5,113,6980
2008,15,０,2,2,42,302
2008,15,０,2,1,42,510
2008,15,０,2,4,1,43
2008,15,０,2,3,4,51
2008,15,０,2,1,0,98
2008,15,０,2,4,7,43
2008,15,０,2,5,1,12
2008,15,０,2,2,0,12
2008,15,０,2,3,0,53
2008,15,０,2,2,0,2
2008,15,０,2,1,6,339
2008,15,０,2,3,8,249
2008,15,０,2,1,1,33
2008,15,０,2,5,0,4
2008,15,０,2,2,0,2
2008,15,０,2,1,15,129
2008,15,０,2,1,2,78
2008,15,０,2,1,4,30
2008,15,０,2,3,9,44
2008,15,０,2,3,0,56
2008,15,０,2,2,44,231
2008,15,０,18,2,6,283
2008,15,０,18,1,2,306
2008,15,０,18,4,0,19
2008,15,０,18,3,0,77
2008,15,０,18,1,0,52
2008,15,０,18,4,0,53
2008,15,０,18,5,0,6
2008,15,０,18,2,1,19
2008,15,０,18,3,0,50
2008,15,０,18,2,1,25
2008,15,０,18,1,2,202
2008,15,０,18,3,1,191
2008,15,０,18,1,0,18
2008,15,０,18,5,0,1
2008,15,０,18,2,0,32
2008,15,０,18,1,2,161
2008,15,０,18,1,1,33
2008,15,０,18,1,0,14
2008,15,０,18,3,0,18
2008,15,０,18,3,0,36
2008,15,０,18,2,0,117
2008,15,０,18,5,0,6
2008,15,０,48,2,25,2745
2008,15,０,48,1,28,4697
2008,15,０,48,4,0,193
2008,15,０,48,3,4,1134
2008,15,０,48,1,4,581
2008,15,０,48,4,2,439
2008,15,０,48,5,0,22
2008,15,０,48,2,2,141
2008,15,０,48,3,0,358
2008,15,０,48,2,4,137
2008,15,０,48,1,3,2135
2008,15,０,48,3,5,2507
2008,15,０,48,1,3,348
2008,15,０,48,5,0,1
2008,15,０,48,2,1,230
2008,15,０,48,1,18,1691
2008,15,０,48,1,0,321
2008,15,０,48,1,1,128
2008,15,０,48,3,1,319
2008,15,０,48,3,3,549
2008,15,０,48,2,27,1196
2008,15,０,48,5,1,14
2008,15,０,9,2,20,186
2008,15,０,9,1,31,284
2008,15,０,9,4,0,24
2008,15,０,9,3,1,47
2008,15,０,9,1,0,56
2008,15,０,9,4,1,31
2008,15,０,9,5,0,4
2008,15,０,9,2,0,5
2008,15,０,9,3,1,24
2008,15,０,9,2,0,1
2008,15,０,9,1,4,193
2008,15,０,9,3,10,189
2008,15,０,9,1,1,24
2008,15,０,9,5,0,1
2008,15,０,9,2,0,6
2008,15,０,9,1,6,81
2008,15,０,9,1,1,34
2008,15,０,9,1,0,14
2008,15,０,9,3,2,13
2008,15,０,9,3,1,40
2008,15,０,9,2,10,112
2008,15,０,65,2,16,1546
2008,15,０,65,1,18,2986
2008,15,０,65,4,0,148
2008,15,０,65,3,0,523
2008,15,０,65,1,0,400
2008,15,０,65,4,6,291
2008,15,０,65,5,1,17
2008,15,０,65,2,1,83
2008,15,０,65,3,0,274
2008,15,０,65,2,0,89
2008,15,０,65,1,3,1186
2008,15,０,65,3,3,1228
2008,15,０,65,1,0,289
2008,15,０,65,2,1,164
2008,15,０,65,1,8,930
2008,15,０,65,1,0,151
2008,15,０,65,1,1,76
2008,15,０,65,3,0,183
2008,15,０,65,3,0,446
2008,15,０,65,2,24,794
2008,15,０,65,5,1,20
2008,15,1,2,2,3415,48501
2008,15,1,2,1,1767,29453
2008,15,1,2,4,135,2574
2008,15,1,2,3,1807,28235
2008,15,1,2,1,433,6515
2008,15,1,2,4,211,4320
2008,15,1,2,5,66,1185
2008,15,1,2,2,569,7868
2008,15,1,2,3,833,12313
2008,15,1,2,2,856,8340
2008,15,1,2,1,2859,34519
2008,15,1,2,3,2718,37772
2008,15,1,2,1,424,4777
2008,15,1,2,5,2,107
2008,15,1,2,2,868,12397
2008,15,1,2,1,3204,50696
2008,15,1,2,1,584,7344
2008,15,1,2,1,557,8156
2008,15,1,2,3,652,7458
2008,15,1,2,3,366,4847
2008,15,1,2,2,1518,24381
2008,15,1,2,5,104,1661
2008,15,1,18,2,2124,51798
2008,15,1,18,1,1456,40664
2008,15,1,18,4,60,2275
2008,15,1,18,3,1349,31748
2008,15,1,18,1,199,5797
2008,15,1,18,4,151,4976
2008,15,1,18,5,25,1180
2008,15,1,18,2,301,6048
2008,15,1,18,3,411,11427
2008,15,1,18,2,369,7284
2008,15,1,18,1,1514,30076
2008,15,1,18,3,1955,43919
2008,15,1,18,1,272,5498
2008,15,1,18,5,10,280
2008,15,1,18,2,473,9349
2008,15,1,18,1,2678,56688
2008,15,1,18,1,331,7704
2008,15,1,18,1,385,6187
2008,15,1,18,3,320,7164
2008,15,1,18,3,357,4561
2008,15,1,18,2,794,20131
2008,15,1,18,5,83,2526
2008,15,1,48,2,7598,315443
2008,15,1,48,1,5962,329126
2008,15,1,48,4,386,18989
2008,15,1,48,3,4694,201148
2008,15,1,48,1,855,42315
2008,15,1,48,4,538,35911
2008,15,1,48,5,87,5859
2008,15,1,48,2,1297,45984
2008,15,1,48,3,1743,80502
2008,15,1,48,2,1362,47860
2008,15,1,48,1,5324,195217
2008,15,1,48,3,8628,324083
2008,15,1,48,1,992,42168
2008,15,1,48,5,13,694
2008,15,1,48,2,1968,66879
2008,15,1,48,1,9953,357508
2008,15,1,48,1,1055,45380
2008,15,1,48,1,1152,38501
2008,15,1,48,3,1540,49751
2008,15,1,48,3,1055,37573
2008,15,1,48,2,3270,127339
2008,15,1,48,5,292,14280
2008,15,1,9,2,3388,79968
2008,15,1,9,1,1991,54676
2008,15,1,9,4,134,3931
2008,15,1,9,3,1955,43617
2008,15,1,9,1,400,10519
2008,15,1,9,4,216,6720
2008,15,1,9,5,38,1724
2008,15,1,9,2,629,12734
2008,15,1,9,3,737,19311
2008,15,1,9,2,859,12840
2008,15,1,9,1,2626,54639
2008,15,1,9,3,2792,63953
2008,15,1,9,1,536,8346
2008,15,1,9,5,3,144
2008,15,1,9,2,1011,18673
2008,15,1,9,1,4002,90441
2008,15,1,9,1,574,11808
2008,15,1,9,1,692,11926
2008,15,1,9,3,500,11292
2008,15,1,9,3,573,8770
2008,15,1,9,2,1422,35769
2008,15,1,9,5,137,2864
2008,15,1,65,2,2209,116178
2008,15,1,65,1,1687,161281
2008,15,1,65,4,210,12432
2008,15,1,65,3,1925,98699
2008,15,1,65,1,494,27388
2008,15,1,65,4,201,19404
2008,15,1,65,5,30,3079
2008,15,1,65,2,624,28380
2008,15,1,65,3,885,49376
2008,15,1,65,2,574,28171
2008,15,1,65,1,1445,74023
2008,15,1,65,3,2934,140899
2008,15,1,65,1,436,21703
2008,15,1,65,5,6,175
2008,15,1,65,2,1023,41037
2008,15,1,65,1,2365,106938
2008,15,1,65,1,247,16655
2008,15,1,65,1,390,17229
2008,15,1,65,3,584,24103
2008,15,1,65,3,726,29255
2008,15,1,65,2,1388,62669
2008,15,1,65,5,133,9189
2008,16,０,2,2,31,291
2008,16,０,2,1,36,442
2008,16,０,2,4,0,35
2008,16,０,2,3,5,61
2008,16,０,2,1,2,125
2008,16,０,2,4,1,37
2008,16,０,2,5,1,12
2008,16,０,2,2,0,9
2008,16,０,2,3,4,54
2008,16,０,2,2,0,3
2008,16,０,2,1,6,316
2008,16,０,2,3,8,270
2008,16,０,2,1,2,41
2008,16,０,2,2,0,4
2008,16,０,2,1,7,106
2008,16,０,2,1,6,101
2008,16,０,2,1,3,24
2008,16,０,2,3,2,35
2008,16,０,2,3,3,50
2008,16,０,2,2,37,254
2008,16,０,18,2,8,274
2008,16,０,18,1,2,348
2008,16,０,18,4,0,30
2008,16,０,18,3,1,82
2008,16,０,18,1,0,43
2008,16,０,18,4,0,33
2008,16,０,18,5,0,6
2008,16,０,18,2,0,17
2008,16,０,18,3,0,43
2008,16,０,18,2,1,18
2008,16,０,18,1,0,176
2008,16,０,18,3,1,224
2008,16,０,18,1,0,25
2008,16,０,18,5,0,4
2008,16,０,18,2,0,24
2008,16,０,18,1,1,162
2008,16,０,18,1,0,31
2008,16,０,18,1,0,19
2008,16,０,18,3,0,19
2008,16,０,18,3,0,26
2008,16,０,18,2,9,109
2008,16,０,18,5,0,2
2008,16,０,48,2,23,2643
2008,16,０,48,1,25,4434
2008,16,０,48,4,0,183
2008,16,０,48,3,4,1033
2008,16,０,48,1,0,442
2008,16,０,48,4,4,472
2008,16,０,48,5,1,30
2008,16,０,48,2,1,110
2008,16,０,48,3,0,340
2008,16,０,48,2,3,119
2008,16,０,48,1,9,1975
2008,16,０,48,3,9,2384
2008,16,０,48,1,2,362
2008,16,０,48,5,0,2
2008,16,０,48,2,2,221
2008,16,０,48,1,6,1565
2008,16,０,48,1,3,392
2008,16,０,48,1,2,129
2008,16,０,48,3,0,329
2008,16,０,48,3,1,494
2008,16,０,48,2,18,1143
2008,16,０,48,5,0,15
2008,16,０,9,2,13,190
2008,16,０,9,1,17,277
2008,16,０,9,4,0,23
2008,16,０,9,3,0,33
2008,16,０,9,1,0,51
2008,16,０,9,4,1,27
2008,16,０,9,5,0,4
2008,16,０,9,2,0,5
2008,16,０,9,3,1,22
2008,16,０,9,2,0,4
2008,16,０,9,1,8,185
2008,16,０,9,3,4,166
2008,16,０,9,1,1,23
2008,16,０,9,2,0,6
2008,16,０,9,1,3,56
2008,16,０,9,1,3,31
2008,16,０,9,1,0,12
2008,16,０,9,3,1,17
2008,16,０,9,3,0,40
2008,16,０,9,2,16,129
2008,16,０,65,2,19,1474
2008,16,０,65,1,19,2787
2008,16,０,65,4,0,148
2008,16,０,65,3,0,558
2008,16,０,65,1,0,357
2008,16,０,65,4,2,277
2008,16,０,65,5,0,22
2008,16,０,65,2,1,71
2008,16,０,65,3,2,201
2008,16,０,65,2,0,78
2008,16,０,65,1,2,1134
2008,16,０,65,3,6,1199
2008,16,０,65,1,1,265
2008,16,０,65,5,1,5
2008,16,０,65,2,0,154
2008,16,０,65,1,11,893
2008,16,０,65,1,1,195
2008,16,０,65,1,0,90
2008,16,０,65,3,0,162
2008,16,０,65,3,8,423
2008,16,０,65,2,22,774
2008,16,０,65,5,1,9
2008,16,1,2,2,3110,47669
2008,16,1,2,1,1683,30056
2008,16,1,2,4,114,2477
2008,16,1,2,3,1795,27075
2008,16,1,2,1,379,6717
2008,16,1,2,4,177,4088
2008,16,1,2,5,68,1242
2008,16,1,2,2,608,7998
2008,16,1,2,3,849,11708
2008,16,1,2,2,886,8276
2008,16,1,2,1,2611,34330
2008,16,1,2,3,2684,36908
2008,16,1,2,1,442,4718
2008,16,1,2,5,7,129
2008,16,1,2,2,782,11905
2008,16,1,2,1,3063,50256
2008,16,1,2,1,592,7760
2008,16,1,2,1,475,8040
2008,16,1,2,3,564,7021
2008,16,1,2,3,335,4562
2008,16,1,2,2,1537,23866
2008,16,1,2,5,83,1524
2008,16,1,18,2,1923,50092
2008,16,1,18,1,1261,40591
2008,16,1,18,4,51,2142
2008,16,1,18,3,1268,30580
2008,16,1,18,1,204,5673
2008,16,1,18,4,139,4798
2008,16,1,18,5,20,1378
2008,16,1,18,2,291,6134
2008,16,1,18,3,358,10987
2008,16,1,18,2,289,7191
2008,16,1,18,1,1451,30595
2008,16,1,18,3,1817,43311
2008,16,1,18,1,224,5372
2008,16,1,18,5,8,278
2008,16,1,18,2,383,9109
2008,16,1,18,1,2467,56372
2008,16,1,18,1,283,7759
2008,16,1,18,1,319,6296
2008,16,1,18,3,279,6901
2008,16,1,18,3,264,4202
2008,16,1,18,2,828,20135
2008,16,1,18,5,84,2279
2008,16,1,48,2,7032,308809
2008,16,1,48,1,5264,324127
2008,16,1,48,4,319,18577
2008,16,1,48,3,4325,195123
2008,16,1,48,1,757,40628
2008,16,1,48,4,492,34647
2008,16,1,48,5,64,6003
2008,16,1,48,2,1324,45504
2008,16,1,48,3,1692,77414
2008,16,1,48,2,1223,45870
2008,16,1,48,1,4930,191850
2008,16,1,48,3,8019,317613
2008,16,1,48,1,950,40991
2008,16,1,48,5,16,659
2008,16,1,48,2,1838,65720
2008,16,1,48,1,8933,346087
2008,16,1,48,1,1040,47441
2008,16,1,48,1,968,37125
2008,16,1,48,3,1506,48356
2008,16,1,48,3,1084,36414
2008,16,1,48,2,3055,124431
2008,16,1,48,5,259,13915
2008,16,1,9,2,2881,73934
2008,16,1,9,1,1717,53618
2008,16,1,9,4,115,3883
2008,16,1,9,3,1754,40656
2008,16,1,9,1,336,9694
2008,16,1,9,4,211,6807
2008,16,1,9,5,45,1819
2008,16,1,9,2,550,12472
2008,16,1,9,3,675,18727
2008,16,1,9,2,670,12034
2008,16,1,9,1,2218,51938
2008,16,1,9,3,2548,61207
2008,16,1,9,1,461,8180
2008,16,1,9,5,6,165
2008,16,1,9,2,811,17858
2008,16,1,9,1,3373,86995
2008,16,1,9,1,472,11472
2008,16,1,9,1,500,11014
2008,16,1,9,3,448,10869
2008,16,1,9,3,492,8307
2008,16,1,9,2,1377,35157
2008,16,1,9,5,142,2874
2008,16,1,65,2,2112,111965
2008,16,1,65,1,1725,158171
2008,16,1,65,4,189,12292
2008,16,1,65,3,1829,94786
2008,16,1,65,1,409,26213
2008,16,1,65,4,228,19268
2008,16,1,65,5,31,2723
2008,16,1,65,2,604,27566
2008,16,1,65,3,866,46959
2008,16,1,65,2,547,26762
2008,16,1,65,1,1405,71589
2008,16,1,65,3,2866,138446
2008,16,1,65,1,370,20792
2008,16,1,65,5,3,204
2008,16,1,65,2,959,39316
2008,16,1,65,1,2348,102555
2008,16,1,65,1,230,17396
2008,16,1,65,1,351,16912
2008,16,1,65,3,574,23648
2008,16,1,65,3,738,28316
2008,16,1,65,2,1397,60518
2008,16,1,65,5,129,8899
2008,17,０,2,2,40,277
2008,17,０,2,1,41,451
2008,17,０,2,4,0,29
2008,17,０,2,3,1,53
2008,17,０,2,1,0,138
2008,17,０,2,4,3,47
2008,17,０,2,5,0,5
2008,17,０,2,2,0,9
2008,17,０,2,3,2,40
2008,17,０,2,1,6,270
2008,17,０,2,3,8,253
2008,17,０,2,1,1,36
2008,17,０,2,5,0,1
2008,17,０,2,2,0,2
2008,17,０,2,1,6,116
2008,17,０,2,1,4,99
2008,17,０,2,1,5,20
2008,17,０,2,3,1,40
2008,17,０,2,3,3,53
2008,17,０,2,2,35,243
2008,17,０,18,2,3,262
2008,17,０,18,1,3,307
2008,17,０,18,4,0,18
2008,17,０,18,3,0,81
2008,17,０,18,1,0,41
2008,17,０,18,4,0,44
2008,17,０,18,5,0,4
2008,17,０,18,2,0,25
2008,17,０,18,3,0,43
2008,17,０,18,2,0,23
2008,17,０,18,1,1,163
2008,17,０,18,3,1,190
2008,17,０,18,1,0,33
2008,17,０,18,2,0,30
2008,17,０,18,1,2,157
2008,17,０,18,1,0,37
2008,17,０,18,1,0,11
2008,17,０,18,3,1,26
2008,17,０,18,3,1,28
2008,17,０,18,2,4,116
2008,17,０,18,5,0,4
2008,17,０,48,2,22,2683
2008,17,０,48,1,22,4299
2008,17,０,48,4,0,174
2008,17,０,48,3,1,1092
2008,17,０,48,1,0,474
2008,17,０,48,4,0,458
2008,17,０,48,5,0,31
2008,17,０,48,2,0,106
2008,17,０,48,3,1,386
2008,17,０,48,2,2,135
2008,17,０,48,1,6,1831
2008,17,０,48,3,8,2409
2008,17,０,48,1,0,333
2008,17,０,48,5,0,1
2008,17,０,48,2,1,219
2008,17,０,48,1,13,1555
2008,17,０,48,1,2,384
2008,17,０,48,1,1,107
2008,17,０,48,3,0,325
2008,17,０,48,3,1,488
2008,17,０,48,2,29,1115
2008,17,０,48,5,0,23
2008,17,０,9,2,16,196
2008,17,０,9,1,13,247
2008,17,０,9,4,0,23
2008,17,０,9,3,0,45
2008,17,０,9,1,0,65
2008,17,０,9,4,1,20
2008,17,０,9,5,0,2
2008,17,０,9,2,0,7
2008,17,０,9,3,0,32
2008,17,０,9,2,0,4
2008,17,０,9,1,5,149
2008,17,０,9,3,3,150
2008,17,０,9,1,1,21
2008,17,０,9,2,0,7
2008,17,０,9,1,4,62
2008,17,０,9,1,0,31
2008,17,０,9,1,0,11
2008,17,０,9,3,2,18
2008,17,０,9,3,0,30
2008,17,０,9,2,13,112
2008,17,０,65,2,14,1434
2008,17,０,65,1,14,2601
2008,17,０,65,4,1,142
2008,17,０,65,3,3,568
2008,17,０,65,1,2,334
2008,17,０,65,4,3,300
2008,17,０,65,5,0,15
2008,17,０,65,2,1,94
2008,17,０,65,3,0,256
2008,17,０,65,2,0,72
2008,17,０,65,1,5,1058
2008,17,０,65,3,2,1139
2008,17,０,65,1,1,280
2008,17,０,65,5,0,1
2008,17,０,65,2,2,181
2008,17,０,65,1,4,826
2008,17,０,65,1,2,185
2008,17,０,65,1,0,75
2008,17,０,65,3,1,147
2008,17,０,65,3,2,393
2008,17,０,65,2,29,832
2008,17,０,65,5,1,15
2008,17,1,2,2,3057,48043
2008,17,1,2,1,1654,29992
2008,17,1,2,4,84,2306
2008,17,1,2,3,1666,27299
2008,17,1,2,1,389,7110
2008,17,1,2,4,169,4276
2008,17,1,2,5,44,1239
2008,17,1,2,2,572,8211
2008,17,1,2,3,779,11138
2008,17,1,2,2,718,8134
2008,17,1,2,1,2468,33786
2008,17,1,2,3,2483,36896
2008,17,1,2,1,454,4935
2008,17,1,2,5,2,109
2008,17,1,2,2,748,11848
2008,17,1,2,1,2785,51274
2008,17,1,2,1,593,7573
2008,17,1,2,1,423,8265
2008,17,1,2,3,569,7107
2008,17,1,2,3,341,4573
2008,17,1,2,2,1365,23951
2008,17,1,2,5,66,1451
2008,17,1,18,2,1765,50876
2008,17,1,18,1,1142,40130
2008,17,1,18,4,50,2091
2008,17,1,18,3,1104,30579
2008,17,1,18,1,175,5671
2008,17,1,18,4,133,4780
2008,17,1,18,5,30,1356
2008,17,1,18,2,203,5828
2008,17,1,18,3,314,10402
2008,17,1,18,2,287,7195
2008,17,1,18,1,1247,29781
2008,17,1,18,3,1586,42286
2008,17,1,18,1,232,5423
2008,17,1,18,5,14,237
2008,17,1,18,2,359,9080
2008,17,1,18,1,2188,55812
2008,17,1,18,1,270,7838
2008,17,1,18,1,277,6148
2008,17,1,18,3,283,6738
2008,17,1,18,3,245,4219
2008,17,1,18,2,680,20093
2008,17,1,18,5,54,2182
2008,17,1,48,2,6660,303663
2008,17,1,48,1,4884,311370
2008,17,1,48,4,328,17631
2008,17,1,48,3,4001,191008
2008,17,1,48,1,741,41073
2008,17,1,48,4,462,34637
2008,17,1,48,5,60,5487
2008,17,1,48,2,1253,44596
2008,17,1,48,3,1544,77014
2008,17,1,48,2,1047,44556
2008,17,1,48,1,4457,185903
2008,17,1,48,3,7520,311291
2008,17,1,48,1,838,40802
2008,17,1,48,5,16,640
2008,17,1,48,2,1636,64389
2008,17,1,48,1,8545,338203
2008,17,1,48,1,900,45699
2008,17,1,48,1,854,35901
2008,17,1,48,3,1243,46781
2008,17,1,48,3,1106,35231
2008,17,1,48,2,2847,123121
2008,17,1,48,5,231,13229
2008,17,1,9,2,2561,75491
2008,17,1,9,1,1580,53923
2008,17,1,9,4,84,3869
2008,17,1,9,3,1520,41420
2008,17,1,9,1,353,10760
2008,17,1,9,4,183,6995
2008,17,1,9,5,32,1704
2008,17,1,9,2,491,12674
2008,17,1,9,3,614,18080
2008,17,1,9,2,625,11726
2008,17,1,9,1,2030,52446
2008,17,1,9,3,2274,61995
2008,17,1,9,1,455,8269
2008,17,1,9,5,1,148
2008,17,1,9,2,754,17409
2008,17,1,9,1,3214,88131
2008,17,1,9,1,481,11361
2008,17,1,9,1,528,11540
2008,17,1,9,3,456,11050
2008,17,1,9,3,470,8309
2008,17,1,9,2,1111,34734
2008,17,1,9,5,127,2887
2008,17,1,65,2,2045,111491
2008,17,1,65,1,1514,151126
2008,17,1,65,4,176,11898
2008,17,1,65,3,1713,93333
2008,17,1,65,1,413,26119
2008,17,1,65,4,202,18851
2008,17,1,65,5,19,2493
2008,17,1,65,2,566,26505
2008,17,1,65,3,824,47029
2008,17,1,65,2,579,26354
2008,17,1,65,1,1322,69781
2008,17,1,65,3,2762,135478
2008,17,1,65,1,357,20531
2008,17,1,65,5,7,210
2008,17,1,65,2,923,38983
2008,17,1,65,1,2125,99234
2008,17,1,65,1,210,16868
2008,17,1,65,1,285,16293
2008,17,1,65,3,493,22806
2008,17,1,65,3,666,27717
2008,17,1,65,2,1322,60429
2008,17,1,65,5,109,8681
2008,18,０,2,2,23,267
2008,18,０,2,1,35,437
2008,18,０,2,4,0,32
2008,18,０,2,3,0,55
2008,18,０,2,1,0,134
2008,18,０,2,4,5,50
2008,18,０,2,5,1,9
2008,18,０,2,2,0,7
2008,18,０,2,3,1,47
2008,18,０,2,1,4,288
2008,18,０,2,3,5,258
2008,18,０,2,1,1,35
2008,18,０,2,2,0,6
2008,18,０,2,1,10,126
2008,18,０,2,1,4,116
2008,18,０,2,1,0,25
2008,18,０,2,3,2,35
2008,18,０,2,3,3,57
2008,18,０,2,2,47,241
2008,18,０,18,2,7,295
2008,18,０,18,1,5,326
2008,18,０,18,4,0,16
2008,18,０,18,3,0,63
2008,18,０,18,1,0,47
2008,18,０,18,4,0,31
